campaign_type,platform,region,device,age_group,season,campaign_date,budget,impressions,clicks,likes,shares,comments,leads,conversions,customer_rating,revenue,spend,profit,roi,bounce_rate,session_duration_sec
email,linkedin,east,tablet,25-34,festive,2024-08-25,50097.0,1268194,22704,23881,1585,1016,5490,1296,4.0,9370159.0,46935.37,9323223.63,19863.96,66.4,97.0
influencer,instagram,west,tablet,45-54,winter,2023-12-05,191510.0,2224324,20071,9077,1785,343,5237,2068,5.0,13829413.37,155058.5,13674354.87,8818.84,62.18,400.0
social media,facebook,central,mobile,45-54,monsoon,2025-04-04,16097.0,206535,9252,14601,2959,1502,1982,610,4.6,1718474.42,14968.81,1703505.61,11380.37,63.78,75.0
email,instagram,west,tablet,25-34,festive,2023-06-15,42659.0,1071136,31124,50884,9827,3849,2024,397,3.9,7125161.12,38426.18,7086734.94,18442.47,46.61,265.0
search,facebook,west,desktop,55+,festive,2023-12-19,172045.0,2306600,99266,67547,8643,5949,7470,1674,4.2,28184350.23,173798.02,28010552.21,16116.73,52.05,174.0
influencer,x,west,tablet,55+,summer,2023-07-12,33785.0,335873,12133,13067,2526,1102,1007,176,4.7,906691.36,31640.33,875051.03,2765.62,68.81,407.0
affiliate,instagram,north,mobile,55+,monsoon,2024-02-11,56949.0,724552,18000,15302,3621,577,3291,809,5.0,1890721.56,58185.72,1832535.84,3149.46,76.04,393.0
search,google ads,east,desktop,18-24,winter,2024-12-31,75750.0,431506,11274,14072,1160,1169,4273,556,3.2,5136777.28,81719.71,5055057.57,6185.85,54.36,49.0
influencer,linkedin,north,desktop,25-34,monsoon,2025-10-10,35939.0,395494,13923,18319,4054,2369,2718,450,4.3,2428873.38,32469.34,2396404.04,7380.51,59.32,371.0
search,x,west,tablet,35-44,summer,2024-05-17,16416.0,135411,3463,1761,377,183,256,51,3.8,175055.16,16810.95,158244.21,941.32,27.61,305.0
email,instagram,north,mobile,45-54,summer,2024-11-20,51154.0,790460,22942,30165,3966,2734,7988,2361,4.7,1143209.2,52053.86,1091155.34,2096.2,66.36,135.0
social media,instagram,north,desktop,25-34,winter,2024-08-05,86641.0,938955,33090,46904,5640,2242,3800,1524,4.9,14606849.68,91557.46,14515292.22,15853.75,50.51,250.0
influencer,x,east,mobile,18-24,monsoon,2024-04-20,53800.0,610020,8467,12666,3101,420,1055,184,4.4,1726771.05,48697.34,1678073.71,3445.92,61.8,108.0
social media,x,central,tablet,35-44,monsoon,2025-11-22,46330.0,443244,13697,5546,511,218,1805,242,4.0,1692539.68,44301.05,1648238.63,3720.54,55.83,213.0
search,youtube,central,tablet,18-24,summer,2024-09-10,146588.0,1568839,37611,41041,2123,2402,4660,1615,3.7,11632484.87,127027.5,11505457.37,9057.45,50.04,239.0
social media,youtube,north,desktop,45-54,festive,2023-07-05,87478.0,722805,24160,24004,1251,2916,4661,2045,4.3,12075923.74,96189.62,11979734.12,12454.29,44.19,313.0
social media,x,central,tablet,35-44,festive,2025-03-20,69025.0,1092574,59200,32771,7450,1142,10670,2143,4.0,27313878.54,64982.93,27248895.61,41932.39,56.76,407.0
social media,youtube,central,desktop,18-24,winter,2023-10-08,32510.0,388667,5075,2922,284,307,1423,219,3.8,1393351.61,34253.05,1359098.56,3967.82,67.09,164.0
affiliate,google ads,east,mobile,35-44,winter,2023-10-01,91045.0,1004295,29298,25995,1416,3707,2329,568,3.5,2460602.99,83966.21,2376636.7800000003,2830.47,23.55,149.0
email,google ads,south,tablet,55+,festive,2023-12-16,109333.0,2003777,49401,81418,11054,9417,17019,8224,3.0,118159595.63,108851.03,118050744.6,108451.66,55.92,33.0
email,linkedin,east,tablet,18-24,monsoon,2025-02-19,144459.0,1866910,20149,18275,1688,1301,1839,427,3.8,1699352.72,151115.26,1548237.46,1024.54,20.71,163.0
influencer,google ads,east,desktop,55+,festive,2025-12-02,53457.0,1597988,42313,45517,8229,1797,15601,6247,4.3,68791116.5,58255.72,68732860.78,117984.74,22.24,217.0
search,google ads,central,desktop,18-24,monsoon,2025-08-29,71384.0,452341,12046,15455,1149,2216,3841,1226,4.0,4419715.69,58759.05,4360956.640000001,7421.76,47.51,152.0
search,instagram,south,tablet,25-34,monsoon,2024-12-05,48003.0,662758,16348,18680,1116,1143,2874,1171,4.5,9861086.62,52245.79,9808840.83,18774.41,50.1,13.0
influencer,instagram,north,mobile,35-44,monsoon,2023-11-08,82684.0,597084,16406,13544,1395,857,1437,352,3.9,1009226.89,70786.4,938440.49,1325.74,71.27,128.0
affiliate,youtube,east,tablet,35-44,winter,2024-02-07,91869.0,1298059,41243,62131,15285,6709,11002,2653,4.0,22521135.86,97990.97,22423144.89,22882.87,33.03,55.0
social media,google ads,south,tablet,35-44,winter,2025-11-04,79378.0,1045183,22460,30802,5268,2147,2293,611,4.6,4476647.74,82595.86,4394051.88,5319.94,23.65,220.0
search,google ads,north,desktop,18-24,winter,2025-09-19,24793.0,260042,8829,5331,280,296,3529,1526,3.6,5367325.08,25138.41,5342186.67,21251.09,51.42,298.0
influencer,instagram,north,mobile,18-24,festive,2024-06-21,122453.0,2677697,68175,101415,16657,7560,14879,1679,4.4,5974577.43,124252.16,5850325.27,4708.43,51.42,60.0
influencer,x,west,mobile,18-24,festive,2023-06-08,110380.0,879040,36704,39080,8991,1190,4880,1187,3.3,10370896.07,106317.51,10264578.56,9654.65,37.49,143.0
email,facebook,north,tablet,18-24,festive,2025-07-19,115676.0,2573004,83004,96753,14017,4358,16902,1452,3.6,15271861.2,98002.63,15173858.569999998,15483.11,33.56,257.0
social media,linkedin,east,desktop,18-24,winter,2023-04-25,61893.0,816214,10839,13091,2473,1811,2116,101,3.9,322023.85,60586.48,261437.37,431.51,50.04,76.0
social media,google ads,north,tablet,55+,winter,2025-10-12,16618.0,313371,7612,12065,2670,729,352,135,4.0,625842.8,13390.08,612452.7200000001,4573.93,35.43,161.0
email,x,east,mobile,35-44,summer,2024-06-10,108890.0,1009561,16023,8283,1291,1193,1809,123,4.0,854623.94,88215.66,766408.2799999999,868.79,79.09,161.0
affiliate,x,north,tablet,55+,festive,2024-07-13,31047.0,655609,23018,38024,3804,4613,1940,431,4.4,1296463.21,27935.97,1268527.24,4540.84,48.51,161.0
search,x,south,mobile,35-44,monsoon,2025-01-03,114863.0,1144574,34907,24025,4053,867,4198,524,3.0,4510600.23,117545.73,4393054.5,3737.32,23.4,161.0
email,linkedin,south,tablet,25-34,winter,2025-12-11,52320.0,442557,16422,16321,2991,1305,3265,386,4.4,1521925.17,57121.58,1464803.59,2564.36,66.13,206.0
social media,linkedin,south,desktop,55+,monsoon,2024-09-02,47002.0,459561,13592,23130,1275,1789,3337,944,4.3,2478874.02,50178.61,2428695.41,4840.1,38.8,141.0
influencer,instagram,central,tablet,18-24,winter,2023-04-17,31195.0,599639,20194,9545,978,1374,7024,657,3.5,1954943.95,31817.49,1923126.46,6044.24,67.56,238.0
search,facebook,central,mobile,35-44,winter,2025-04-06,33552.0,670590,10381,11995,1820,1220,2714,456,3.6,2255451.35,29827.45,2225623.9,7461.66,23.07,327.0
social media,facebook,west,tablet,45-54,winter,2023-09-29,28237.0,563176,20055,14097,1003,925,2465,412,3.6,1512203.16,27011.4,1485191.76,5498.39,60.78,405.0
affiliate,facebook,west,tablet,35-44,summer,2025-01-05,44896.0,471330,11271,6662,388,749,1383,429,4.7,4366677.0,47100.85,4319576.15,9170.91,57.17,161.0
email,instagram,east,mobile,25-34,festive,2023-06-07,23843.0,482692,4527,6819,1434,626,1443,129,3.4,668923.66,26182.76,642740.9,2454.82,53.98,74.0
search,facebook,central,desktop,25-34,summer,2024-05-17,46550.0,471128,7129,5010,447,443,2016,336,4.2,688161.66,43691.77,644469.89,1475.04,78.66,166.0
affiliate,youtube,north,desktop,45-54,winter,2024-03-06,51813.0,1001783,17866,19876,3773,2096,2503,1060,3.0,1326566.99,52077.69,1274489.3,2447.28,25.38,74.0
search,linkedin,north,mobile,45-54,festive,2024-04-10,107594.0,1168154,25900,23868,2986,2034,5900,304,4.0,5137053.99,117729.14,5019324.850000001,4263.45,36.77,104.0
social media,x,east,desktop,55+,festive,2024-01-19,14365.0,111403,2330,2109,148,126,176,19,4.0,254597.23,15703.45,238893.78,1521.28,67.1,113.0
email,instagram,south,desktop,35-44,summer,2025-09-27,57926.0,816383,24271,35343,6773,1198,6148,2149,3.8,20212527.89,55477.03,20157050.86,36334.05,61.69,102.0
social media,instagram,north,mobile,45-54,festive,2023-06-12,43802.0,559833,15673,20086,2807,1713,843,52,4.3,831589.63,38689.99,792899.64,2049.37,20.69,170.0
social media,instagram,south,mobile,45-54,festive,2025-03-18,65159.0,608505,12680,5798,1428,349,843,213,2.8,2138103.63,64569.59,2073534.04,3211.32,75.86,137.0
affiliate,google ads,south,mobile,55+,summer,2024-08-03,277412.0,3960236,149547,169987,21362,13827,37255,4613,4.2,18869937.6,264463.08,18605474.520000003,7035.19,50.04,228.0
affiliate,google ads,east,mobile,35-44,summer,2023-09-20,26318.0,251464,4526,4290,871,551,726,308,4.2,1254907.5,27231.0,1227676.5,4508.38,34.12,102.0
social media,linkedin,central,tablet,55+,festive,2024-09-18,47094.0,910716,25883,19434,3857,2000,1545,363,4.0,1277991.43,37997.61,1239993.8199999998,3263.35,26.67,151.0
social media,google ads,west,desktop,18-24,festive,2023-03-02,108758.0,2542937,5085,7677,1371,897,411,102,4.8,382048.59,98023.9,284024.69000000006,289.75,56.83,240.0
affiliate,google ads,east,desktop,35-44,winter,2025-11-19,46669.0,710709,21871,14030,1247,560,5556,520,3.8,3164306.07,49199.55,3115106.52,6331.58,68.9,207.0
social media,facebook,north,desktop,55+,winter,2023-03-25,52496.0,287256,11075,14181,1477,1948,2500,443,3.5,2329865.81,54303.13,2275562.68,4190.48,36.74,116.0
influencer,youtube,east,desktop,18-24,winter,2023-05-29,119653.0,1174467,25988,36115,4088,2235,4515,880,3.6,1176918.4,110638.01,1066280.39,963.76,62.84,282.0
search,x,west,desktop,45-54,summer,2024-05-19,45043.0,206359,4410,5483,706,203,905,84,4.9,354428.26,41001.85,313426.41000000003,764.42,35.31,171.0
affiliate,x,south,desktop,55+,summer,2023-01-12,25210.0,358849,12751,14650,2746,1097,2519,470,5.0,4910151.4,27602.0,4882549.4,17689.11,24.55,150.0
social media,facebook,north,mobile,35-44,festive,2025-03-14,109541.0,2095346,95585,67533,8506,8553,15738,5382,4.0,63700106.04,100787.06,63599318.98,63102.66,59.92,186.0
social media,x,central,mobile,45-54,festive,2023-03-19,91367.0,1227351,25714,31296,4891,4605,1685,172,4.6,2332579.1,85622.57,2246956.5300000003,2624.26,55.43,295.0
affiliate,x,west,desktop,35-44,winter,2024-08-27,119170.0,2226706,4453,3561,755,273,113,17,4.0,22743.87,122440.54,-99696.67,-81.42,73.04,220.0
email,youtube,north,mobile,25-34,monsoon,2025-01-19,13860.0,182745,5198,6880,996,680,1187,163,3.4,896952.03,13179.51,883772.52,6705.66,56.69,145.0
email,x,south,mobile,35-44,summer,2024-03-25,118900.0,1922670,80818,131257,27429,10223,2353,268,5.0,511402.48,118174.54,393227.94,332.75,25.61,187.0
search,facebook,south,mobile,18-24,winter,2023-09-30,16456.0,139459,4103,3755,336,282,547,204,3.2,675574.86,15721.63,659853.23,4197.1,69.31,111.0
influencer,google ads,north,tablet,45-54,monsoon,2024-10-11,44755.0,670821,30828,29335,4494,3121,5777,2391,4.9,16580244.72,42633.71,16537611.01,38789.99,69.3,84.0
social media,x,east,desktop,55+,winter,2025-11-23,56317.0,404720,3242,4345,1064,547,532,128,2.8,185337.99,57029.5,128308.49,224.99,24.88,87.0
search,linkedin,north,mobile,55+,summer,2024-12-03,38825.0,346971,16433,15431,2951,1191,3147,523,4.5,3519701.79,36939.57,3482762.22,9428.27,56.76,212.0
search,instagram,east,tablet,18-24,festive,2025-01-08,68586.0,1507506,46716,72562,16434,8226,3339,271,4.9,4719186.18,69898.1,4649288.08,6651.52,43.85,332.0
affiliate,facebook,south,tablet,25-34,festive,2024-10-20,134942.0,2930253,76682,113280,12496,6724,20168,4660,4.7,71403616.63,121185.93,71282430.69999999,58820.72,54.6,29.0
email,facebook,central,mobile,18-24,festive,2024-02-11,131655.0,3336909,94259,115486,7674,6578,8371,1002,3.9,8916628.89,116128.3,8800500.59,7578.26,45.02,104.0
social media,x,central,tablet,55+,festive,2025-09-15,63061.0,1697901,33711,30486,6657,3999,5452,623,4.4,8890112.0,55786.53,8834325.47,15835.95,73.05,189.0
email,instagram,south,mobile,45-54,monsoon,2023-01-27,37363.0,428919,11977,15431,1847,1763,1675,549,4.5,4460414.05,39683.46,4420730.59,11139.98,35.34,285.0
email,youtube,central,desktop,55+,monsoon,2025-06-30,44893.0,287571,8628,4909,1012,589,2817,469,4.6,441463.63,40543.91,400919.72,988.85,30.89,127.0
influencer,youtube,north,mobile,55+,festive,2024-08-11,47284.0,1353856,42990,41520,9575,4638,14584,5769,5.0,65600186.94,51197.41,65548989.53,128031.85,35.13,58.0
search,linkedin,south,desktop,55+,winter,2024-07-06,24671.0,317239,4092,2172,305,268,855,186,3.8,197070.08,26307.19,170762.88999999998,649.11,56.64,389.0
email,instagram,central,tablet,18-24,monsoon,2023-02-13,41747.0,216637,7049,8588,1169,682,1551,502,4.3,4761880.71,34424.56,4727456.15,13732.8,50.04,149.0
affiliate,instagram,east,desktop,55+,summer,2024-10-02,57391.0,1003154,22696,23189,5044,2718,7416,2833,3.0,28408551.92,55097.7,28353454.220000003,51460.32,38.65,133.0
search,linkedin,east,tablet,55+,monsoon,2024-09-15,80673.0,794641,23689,15686,2011,1837,5520,630,4.3,5644357.0,81016.12,5563340.88,6866.96,60.19,28.0
social media,linkedin,central,mobile,45-54,summer,2024-02-23,191308.0,2496873,91018,52354,12062,2104,3908,310,3.0,262658.38,196216.84,66441.54000000001,33.86,78.09,156.0
email,youtube,east,mobile,45-54,summer,2025-01-26,27444.0,182549,2555,4262,929,439,402,27,4.2,92963.2,30152.49,62810.70999999999,208.31,20.48,126.0
email,instagram,south,mobile,25-34,winter,2023-03-23,104986.0,1615743,20300,15715,1209,608,2453,360,3.5,4108220.98,101146.98,4007074.0,3961.63,49.54,108.0
affiliate,linkedin,north,mobile,18-24,winter,2025-12-31,49682.0,707662,13260,14104,2026,466,2987,763,4.5,1117278.59,42711.92,1074566.6700000002,2515.85,48.17,116.0
email,instagram,central,desktop,25-34,festive,2023-04-09,27026.0,217421,6536,5543,469,176,970,289,4.7,1073786.97,22076.9,1051710.07,4763.85,50.04,306.0
affiliate,google ads,east,tablet,25-34,monsoon,2025-02-26,103337.0,1612501,61534,89009,16432,12689,4242,652,4.3,3600769.74,112319.81,3488449.93,3105.82,63.73,125.0
search,google ads,south,tablet,25-34,summer,2023-02-18,90362.0,521780,25110,37179,6510,1711,9724,3911,4.7,9177407.21,93321.71,9084085.5,9734.16,27.36,217.0
social media,youtube,west,tablet,45-54,festive,2023-11-23,170206.0,5052692,139655,68955,11657,2781,39294,9329,4.4,46583022.59,144151.79,46438870.8,32215.26,57.97,161.0
social media,youtube,east,desktop,45-54,winter,2024-05-02,30271.0,375687,14657,15645,3402,1752,1223,242,4.7,2880109.83,29995.63,2850114.2,9501.76,29.7,200.0
influencer,instagram,north,mobile,35-44,summer,2023-07-17,70172.0,1009681,19794,18424,974,1960,4002,822,4.7,8745648.02,65541.59,8680106.43,13243.66,47.53,291.0
influencer,instagram,south,tablet,18-24,winter,2023-09-11,39206.0,566847,21462,35481,5407,2278,4870,1736,4.0,5653650.04,36309.15,5617340.89,15470.87,24.03,194.0
email,instagram,south,tablet,25-34,festive,2023-11-29,51726.0,585791,29258,39316,5006,5658,2494,713,3.5,8874481.14,44265.03,8830216.110000001,19948.51,29.37,156.0
social media,google ads,east,mobile,55+,summer,2023-05-12,147513.0,1385873,22196,36305,8452,3085,8171,3252,3.1,3289557.52,145415.45,3144142.07,2162.18,53.84,88.0
influencer,facebook,south,desktop,18-24,winter,2023-10-01,123895.0,1813365,36398,46650,7543,5261,1852,181,3.6,1888108.19,123149.55,1764958.64,1433.18,20.33,114.0
email,facebook,west,tablet,35-44,winter,2025-08-29,51216.0,540979,2857,1880,324,129,103,19,4.1,132272.66,42029.51,90243.15,214.71,68.19,35.0
social media,facebook,south,tablet,55+,winter,2024-12-30,83315.0,786468,30873,44656,2555,2674,8396,1472,4.3,9237315.15,79138.54,9158176.61,11572.33,75.0,138.0
email,instagram,west,desktop,45-54,summer,2023-12-11,19170.0,183270,2789,1942,248,222,487,96,3.6,98037.74,19280.54,78757.20000000001,408.48,52.77,100.0
email,google ads,west,mobile,45-54,festive,2025-06-02,15506.0,216057,5168,7674,1734,413,557,69,4.1,1220534.66,14527.7,1206006.96,8301.43,60.73,207.0
email,facebook,south,desktop,45-54,summer,2023-10-14,38772.0,519632,14459,17967,1977,2327,1443,448,3.6,2679569.76,35921.62,2643648.14,7359.49,28.5,477.0
social media,facebook,east,tablet,25-34,winter,2025-01-16,53730.0,352417,11980,9642,808,1394,1379,264,4.0,723734.03,54064.43,669669.6,1238.65,29.04,423.0
social media,linkedin,west,tablet,35-44,festive,2024-10-27,52523.0,1030515,44832,56613,6723,7159,6173,1667,4.1,14319459.3,55518.87,14263940.430000002,25692.06,62.33,190.0
social media,facebook,west,mobile,45-54,monsoon,2023-06-18,133016.0,1346047,19366,19584,4140,1766,3223,294,3.9,716160.44,115006.44,601154.0,522.71,57.99,98.0
affiliate,linkedin,north,tablet,45-54,festive,2024-11-19,53138.0,552429,22494,9296,539,674,5032,534,3.8,7553897.97,42915.49,7510982.479999999,17501.8,64.87,37.0
influencer,x,west,mobile,18-24,festive,2023-09-08,26376.0,536994,10361,7362,1048,258,329,43,4.5,239118.3,28547.46,210570.84,737.62,63.36,388.0
search,facebook,north,mobile,25-34,winter,2024-10-13,119731.0,1053835,42567,59917,7022,8211,4801,1071,4.0,2404288.97,120513.28,2283775.6900000004,1895.04,67.62,115.0
social media,facebook,east,desktop,45-54,summer,2023-07-04,62713.0,706982,14872,10063,2463,467,506,92,5.0,922670.83,61898.01,860772.82,1390.63,68.31,232.0
influencer,google ads,east,desktop,18-24,winter,2024-08-05,240222.0,1453109,29750,46183,4912,1953,4871,1412,4.2,2464648.03,228655.89,2235992.14,977.89,58.73,104.0
influencer,google ads,north,tablet,35-44,winter,2023-06-23,51945.0,578061,11269,13738,906,1325,895,436,5.0,14856380.4,45783.92,14810596.48,32348.9,56.15,79.0
affiliate,linkedin,east,desktop,55+,summer,2025-12-11,34634.0,511745,18303,9501,1878,890,1162,328,4.2,3450979.92,30658.06,3420321.86,11156.35,50.04,207.0
search,facebook,south,desktop,55+,winter,2025-07-03,82561.0,616847,6758,5902,338,716,236,44,4.3,485914.13,86120.02,399794.11,464.23,64.65,350.0
search,youtube,north,tablet,25-34,monsoon,2023-11-03,100805.0,551521,12700,6786,837,478,1810,579,3.0,1882403.25,86332.53,1796070.72,2080.41,70.46,200.0
email,google ads,south,tablet,55+,summer,2025-12-09,23762.0,244013,7126,5715,661,400,539,199,2.9,449604.15,25541.16,424062.9900000001,1660.31,79.31,387.0
influencer,facebook,north,tablet,45-54,monsoon,2023-12-01,37186.0,397297,14112,9771,1307,868,3504,868,4.4,7223637.43,35112.46,7188524.97,20472.86,53.07,100.0
influencer,facebook,west,tablet,18-24,winter,2024-06-21,77805.0,950713,18173,22950,1269,1638,1877,269,4.0,2299598.9,62779.06,2236819.84,3563.0,78.43,129.0
affiliate,linkedin,central,tablet,45-54,summer,2025-01-25,144157.0,1475183,33523,20392,1084,714,3234,334,4.3,2936882.79,156314.43,2780568.36,1778.83,43.03,240.0
social media,linkedin,east,mobile,45-54,summer,2025-06-13,156788.0,1105852,15962,26279,4828,3126,1775,84,4.0,471182.65,162988.74,308193.91000000003,189.09,63.17,211.0
affiliate,instagram,south,tablet,35-44,monsoon,2024-09-28,48506.0,530391,18461,7494,1383,915,1063,222,4.1,1394429.1,46687.44,1347741.66,2886.73,37.8,253.0
email,instagram,north,mobile,18-24,monsoon,2025-10-03,54074.0,725181,1450,966,140,48,258,15,4.5,108747.99,44638.75,64109.240000000005,143.62,51.94,171.0
affiliate,youtube,west,mobile,18-24,festive,2024-04-23,52488.0,445310,9451,14771,3533,1467,1043,342,4.0,5979810.52,52683.43,5927127.09,11250.46,50.04,70.0
search,youtube,south,mobile,35-44,festive,2023-11-20,100183.0,794471,26826,41510,6485,5804,7230,954,4.4,4557846.46,84417.68,4473428.78,5299.16,29.94,157.0
search,instagram,north,mobile,55+,monsoon,2024-03-12,123888.0,838083,39173,24622,2450,3650,12137,3121,4.1,19972259.03,130864.28,19841394.75,15161.81,60.85,243.0
affiliate,x,east,mobile,25-34,summer,2025-03-31,300037.0,4969289,112325,113295,16078,6302,20607,3537,4.1,4914491.27,241384.06,4673107.21,1935.96,26.23,105.0
email,instagram,east,mobile,55+,monsoon,2025-01-25,61643.0,914980,17637,26306,2135,1581,1756,173,3.4,1051612.01,66312.58,985299.43,1485.84,57.98,313.0
affiliate,instagram,west,desktop,25-34,festive,2023-05-06,87996.0,2048015,71009,53773,4554,7612,6907,1437,4.3,10614992.27,75391.46,10539600.81,13979.83,33.29,22.0
search,linkedin,east,tablet,55+,winter,2024-01-13,78201.0,439468,14214,25107,2872,1275,2383,396,2.4,265448.13,69517.8,195930.33,281.84,35.86,294.0
social media,instagram,north,desktop,18-24,summer,2025-11-04,73788.0,1127631,31173,21233,1955,1696,2927,613,3.9,1211652.27,63378.81,1148273.46,1811.76,63.88,308.0
search,facebook,south,desktop,35-44,monsoon,2023-04-24,33174.0,510193,14573,15288,3239,1240,4458,1157,3.9,500303.59,26690.07,473613.52,1774.49,64.46,157.0
email,linkedin,south,tablet,45-54,monsoon,2025-04-01,37369.0,215226,7917,11002,732,343,1489,416,4.0,3243877.52,33709.64,3210167.88,9523.0,53.19,178.0
